"Name","SI","Handles","VM","WS","PM","NPM","Path","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessName","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"Lenovo.Modern.ImController.PluginHost.SettingsApp","2","575","5006041088","45080576","39436288","42560","C:\WINDOWS\Lenovo\iMController\PluginHost\Lenovo.Modern.ImController.PluginHost.SettingsApp.exe",,"Lenovo Group Ltd.","36.328125","1.1.19.6","1.1.19.6","Lenovo.Modern.ImController.PluginHost","Lenovo.Modern.ImController.PluginHost","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4780","8",,"False","11/30/2020 6:12:49 AM",,"25376",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","42560","42560","39436288","39436288","411552","411552","42553344","42553344","61206528","61206528","5052084224","757116928","True","Normal","39436288","39436288","Lenovo.Modern.ImController.PluginHost.SettingsApp","255","2",,"System.Diagnostics.ProcessThreadCollection","575","5006041088","711073792","False",,,,"45080576","45080576",,"System.Diagnostics.ProcessModule (Lenovo.Modern.ImController.PluginHost.SettingsApp.exe)","00:00:31.2031250","00:00:36.3281250","00:00:05.1250000","0","","True",,
"Lenovo.Vantage.AddinHost","0","391","4929818624","109465600","39960576","25848",,,,,,,,,"Process",,,"8",,,,,"21712",".",,,,"25848","25848","39960576","39960576","338144","338144","41529344","41529344","126750720","126750720","4943626240","648658944",,,"39960576","39960576","Lenovo.Vantage.AddinHost",,"0",,"System.Diagnostics.ProcessThreadCollection","391","4929818624","634851328","False",,,,"109465600","109465600",,,,,,"0","","True",,
"Lenovo.Vantage.AddinHost.x86","0","415","189526016","106827776","18206720","26912",,,,,,,,,"Process",,,"8",,,,,"22860",".",,,,"26912","26912","18206720","18206720","294976","294976","19726336","19726336","116908032","116908032","206467072","206467072",,,"18206720","18206720","Lenovo.Vantage.AddinHost.x86",,"0",,"System.Diagnostics.ProcessThreadCollection","415","189526016","189526016","False",,,,"106827776","106827776",,,,,,"0","","True",,
"LenovoVantageService","0","1050","5023477760","70410240","75751424","56264",,,,,,,,,"Process",,,"8",,,,,"5548",".",,,,"56264","56264","75751424","75751424","504472","504472","78413824","78413824","87842816","87842816","5033828352","738861056",,,"75751424","75751424","LenovoVantageService",,"0",,"System.Diagnostics.ProcessThreadCollection","1050","5023477760","728510464","False",,,,"70410240","70410240",,,,,,"0","","True",,
"LMS","0","264","68468736","12337152","4378624","17512",,,,,,,,,"Process",,,"8",,,,,"12272",".",,,,"17512","17512","4378624","4378624","121464","121464","5496832","5496832","15863808","15863808","74780672","74780672",,,"4378624","4378624","LMS",,"0",,"System.Diagnostics.ProcessThreadCollection","264","68468736","68468736","False",,,,"12337152","12337152",,,,,,"0","","True",,
"LsaIso","0","43","2203368984576","2707456","1163264","7408",,,,,,,,,"Process",,,"8",,,,,"1084",".",,,,"7408","7408","1163264","1163264","26936","26936","1392640","1392640","3219456","3219456","2203371081728","52858880",,,"1163264","1163264","LsaIso",,"0",,"System.Diagnostics.ProcessThreadCollection","43","2203368984576","50761728","False",,,,"2707456","2707456",,,,,,"0","","True",,
"lsass","0","2079","2203433730048","23113728","12328960","78904",,,,,,,,,"Process",,,"9",,,,,"1092",".",,,,"78904","78904","12328960","12328960","194032","194032","13406208","13406208","28110848","28110848","2203443515392","125292544",,,"12328960","12328960","lsass",,"0",,"System.Diagnostics.ProcessThreadCollection","2079","2203433730048","115507200","False",,,,"23113728","23113728",,,,,,"0","","True",,
"mDNSResponder","0","169","4365975552","5869568","2011136","14216",,,,,,,,,"Process",,,"8",,,,,"4700",".",,,,"14216","14216","2011136","2011136","74296","74296","2113536","2113536","7184384","7184384","4372267008","77299712",,,"2011136","2011136","mDNSResponder",,"0",,"System.Diagnostics.ProcessThreadCollection","169","4365975552","71008256","False",,,,"5869568","5869568",,,,,,"0","","True",,
"Memory Compression","0","0","1799618560","1483968512","3891200","0",,,,,,,,,"Process",,,"8",,,,,"3148",".",,,,"0","0","3891200","3891200","4224","4224","3903488","3903488","1688662016","1688662016","1813118976","1813118976",,,"3891200","3891200","Memory Compression",,"0",,"System.Diagnostics.ProcessThreadCollection","0","1799618560","1799618560","False",,,,"1483968512","1483968512",,,,,,"0","","True",,
"Microsoft.Photos","2","903","5287313408","4681728","59039744","51776","C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2020.20090.1002.0_x64__8wekyb3d8bbwe\Microsoft.Photos.exe",,"Microsoft Corporation","4.625","2020.20090.1002.00000","2020.20090.100200000-release2020.06","Microsoft.Photos.exe","Microsoft Photos","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7412","8",,"False","11/30/2020 8:06:54 AM",,"2624",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","51776","51776","59039744","59039744","821656","821656","60518400","60518400","118022144","118022144","5294653440","999686144","True","Normal","59039744","59039744","Microsoft.Photos","255","2",,"System.Diagnostics.ProcessThreadCollection","903","5287313408","992346112","False",,,,"4681728","4681728",,"System.Diagnostics.ProcessModule (Microsoft.Photos.exe)","00:00:02.6250000","00:00:04.6250000","00:00:02","0","","True",,
"Microsoft.Python.LanguageServer","2","868","2204260085760","59596800","386985984","50952","c:\Users\blain\.vscode\extensions\ms-python.python-2020.11.371526539\languageServer.0.5.59\Microsoft.Python.LanguageServer.exe","System.Diagnostics.Process (Code)","Microsoft","244.34375","0.5.59.0","0.5.59","Microsoft.Python.LanguageServer","Microsoft.Python.LanguageServer","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5492","8",,"False","11/30/2020 10:35:34 PM",,"11732",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","50952","50952","386985984","386985984","274128","274128","410103808","410103808","414425088","414425088","2204311007232","992784384","True","Normal","386985984","386985984","Microsoft.Python.LanguageServer","255","2",,"System.Diagnostics.ProcessThreadCollection","868","2204260085760","941862912","False",,,,"59596800","59596800",,"System.Diagnostics.ProcessModule (Microsoft.Python.LanguageServer.exe)","00:00:29.0156250","00:04:04.3437500","00:03:35.3281250","0","","True",,
"MoUsoCoreWorker","0","440","2203494572032","26865664","46116864","24520",,,,,,,,,"Process",,,"8",,,,,"9616",".",,,,"24520","24520","46116864","46116864","145616","145616","65781760","65781760","68325376","68325376","2203510829056","192606208",,,"46116864","46116864","MoUsoCoreWorker",,"0",,"System.Diagnostics.ProcessThreadCollection","440","2203494572032","176349184","False",,,,"26865664","26865664",,,,,,"0","","True",,
"msdtc","0","222","2203405008896","7421952","3342336","13224",,,,,,,,,"Process",,,"8",,,,,"9000",".",,,,"13224","13224","3342336","3342336","90440","90440","5173248","5173248","13459456","13459456","2203408678912","90456064",,,"3342336","3342336","msdtc",,"0",,"System.Diagnostics.ProcessThreadCollection","222","2203405008896","86786048","False",,,,"7421952","7421952",,,,,,"0","","True",,
"nfsclnt","0","142","2203379978240","4939776","2031616","12104",,,,,,,,,"Process",,,"8",,,,,"5752",".",,,,"12104","12104","2031616","2031616","45680","45680","2039808","2039808","5451776","5451776","2203381026816","62803968",,,"2031616","2031616","nfsclnt",,"0",,"System.Diagnostics.ProcessThreadCollection","142","2203379978240","61755392","False",,,,"4939776","4939776",,,,,,"0","","True",,
"nvcontainer","0","688","2203525136384","29929472","12328960","120128",,,,,,,,,"Process",,,"8",,,,,"5680",".",,,,"120128","120128","12328960","12328960","301392","301392","15556608","15556608","41377792","41377792","2203535560704","217337856",,,"12328960","12328960","nvcontainer",,"0",,"System.Diagnostics.ProcessThreadCollection","688","2203525136384","206913536","False",,,,"29929472","29929472",,,,,,"0","","True",,
"nvcontainer","2","349","2203497664512","23285760","7393280","20696","C:\Program Files\NVIDIA Corporation\NvContainer\nvcontainer.exe",,"","177.6875","","","","","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8732","8",,"False","11/30/2020 6:07:49 AM",,"16364",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20696","20696","7393280","7393280","253328","253328","32362496","32362496","30420992","30420992","2203605319680","287096832","True","Normal","7393280","7393280","nvcontainer","255","2",,"System.Diagnostics.ProcessThreadCollection","349","2203497664512","179441664","False",,,,"23285760","23285760",,"System.Diagnostics.ProcessModule (nvcontainer.exe)","00:02:34.1250000","00:02:57.6875000","00:00:23.5625000","0","","True",,
"nvcontainer","2","526","2203596746752","33755136","78434304","112124","C:\Program Files\NVIDIA Corporation\NvContainer\nvcontainer.exe",,"","247.40625","","","","","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2556","8",,"False","11/30/2020 6:07:49 AM",,"16376",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","112124","112124","78434304","78434304","266336","266336","109350912","109350912","111476736","111476736","2203836690432","518467584","True","Normal","78434304","78434304","nvcontainer","255","2",,"System.Diagnostics.ProcessThreadCollection","526","2203596746752","278523904","False",,,,"33755136","33755136",,"System.Diagnostics.ProcessModule (nvcontainer.exe)","00:00:48.2656250","00:04:07.4062500","00:03:19.1406250","0","","True",,
"NVDisplay.Container","0","349","2203437678592","16003072","6074368","16800",,,,,,,,,"Process",,,"8",,,,,"2712",".",,,,"16800","16800","6074368","6074368","160728","160728","7405568","7405568","21135360","21135360","2203452444672","134221824",,,"6074368","6074368","NVDisplay.Container",,"0",,"System.Diagnostics.ProcessThreadCollection","349","2203437678592","119455744","False",,,,"16003072","16003072",,,,,,"0","","True",,
"NVDisplay.Container","2","752","2203694874624","41947136","37040128","34024",,,,,,,,,"Process",,,"8",,,,,"19784",".",,,,"34024","34024","37040128","37040128","393328","393328","159240192","159240192","169021440","169021440","2203730317312","412094464",,,"37040128","37040128","NVDisplay.Container",,"2",,"System.Diagnostics.ProcessThreadCollection","752","2203694874624","376651776","False",,,,"41947136","41947136",,,,,,"0","","True",,
"NVIDIA Share","2","721","4750065664","52781056","28676096","36224","C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\NVIDIA Share.exe","System.Diagnostics.Process (nvcontainer)","NVIDIA Corporation","85.125","73.3683.1933.5","rel_03_20/5fbeeb6","NVIDIA Share","NVIDIA Share","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9116","8",,"False","11/30/2020 6:07:55 AM",,"6172",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","36224","36224","28676096","28676096","703320","703320","83652608","83652608","91648000","91648000","4956463104","661495808","True","Normal","28676096","28676096","NVIDIA Share","255","2",,"System.Diagnostics.ProcessThreadCollection","721","4750065664","455098368","False",,,,"52781056","52781056",,"System.Diagnostics.ProcessModule (NVIDIA Share.exe)","00:00:48.2968750","00:01:25.1250000","00:00:36.8281250","66746","NVIDIA GeForce Overlay","True",,
"NVIDIA Share","2","332","4851683328","78475264","83591168","36096","C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\NVIDIA Share.exe","System.Diagnostics.Process (NVIDIA Share)","NVIDIA Corporation","40.15625","73.3683.1933.5","rel_03_20/5fbeeb6","NVIDIA Share","NVIDIA Share","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2840","8",,"False","11/30/2020 6:07:57 AM",,"20252",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","36096","36096","83591168","83591168","487712","487712","87756800","87756800","88055808","88055808","4857188352","562221056","True","Normal","83591168","83591168","NVIDIA Share","255","2",,"System.Diagnostics.ProcessThreadCollection","332","4851683328","556716032","False",,,,"78475264","78475264",,"System.Diagnostics.ProcessModule (NVIDIA Share.exe)","00:00:05.8437500","00:00:40.1562500","00:00:34.3125000","0","","True",,
"NVIDIA Share","2","489","4847345664","63053824","60166144","26096","C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\NVIDIA Share.exe","System.Diagnostics.Process (NVIDIA Share)","NVIDIA Corporation","1.5","73.3683.1933.5","rel_03_20/5fbeeb6","NVIDIA Share","NVIDIA Share","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4696","8",,"False","11/30/2020 6:07:56 AM",,"20504",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","26096","26096","60166144","60166144","807976","807976","60342272","60342272","105365504","105365504","4888797184","593829888","True","Normal","60166144","60166144","NVIDIA Share","255","2",,"System.Diagnostics.ProcessThreadCollection","489","4847345664","552378368","False",,,,"63053824","63053824",,"System.Diagnostics.ProcessModule (NVIDIA Share.exe)","00:00:00.9531250","00:00:01.5000000","00:00:00.5468750","0","","True",,
"NVIDIA Web Helper","2","660","316186624","7704576","33804288","80288","C:\Program Files (x86)\NVIDIA Corporation\NvNode\NVIDIA Web Helper.exe",,"Node.js","10.28125","11.13.0","11.13.0","NVIDIA Web Helper Service","Node.js","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8608","6",,"False","11/30/2020 6:07:51 AM",,"13204",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","80288","80288","33804288","33804288","342640","342640","41172992","41172992","69259264","69259264","331186176","331186176","True","BelowNormal","33804288","33804288","NVIDIA Web Helper","255","2",,"System.Diagnostics.ProcessThreadCollection","660","316186624","316186624","False",,,,"7704576","7704576",,"System.Diagnostics.ProcessModule (NVIDIA Web Helper.exe)","00:00:02.9843750","00:00:10.2812500","00:00:07.2968750","0","","True",,
"nvsphelper64","2","227","4425433088","11509760","3022848","13208",,,,"15.0625",,,,,"Process",,,"8",,"False","11/30/2020 6:07:55 AM",,"7892",".",,,,"13208","13208","3022848","3022848","188448","188448","3825664","3825664","18788352","18788352","4430675968","135708672",,,"3022848","3022848","nvsphelper64",,"2",,"System.Diagnostics.ProcessThreadCollection","227","4425433088","130465792","False",,,,"11509760","11509760",,,"00:00:12.5000000","00:00:15.0625000","00:00:02.5625000","0","","True",,
"OfficeClickToRun","0","753","2203592945664","47337472","41308160","29584",,,,,,,,,"Process",,,"8",,,,,"4760",".",,,,"29584","29584","41308160","41308160","297696","297696","71409664","71409664","89989120","89989120","2203676532736","358309888",,,"41308160","41308160","OfficeClickToRun",,"0",,"System.Diagnostics.ProcessThreadCollection","753","2203592945664","274722816","False",,,,"47337472","47337472",,,,,,"0","","True",,
"OneDrive","2","962","593735680","262885376","289243136","60824","C:\Users\blain\AppData\Local\Microsoft\OneDrive\OneDrive.exe","System.Diagnostics.Process (explorer)","Microsoft Corporation","2778.078125","20.169.0823.0008","20.169.0823.0008","Microsoft OneDrive","Microsoft OneDrive","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7496","8",,"False","11/30/2020 6:08:13 AM",,"11564",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","60824","60824","289243136","289243136","427960","427960","306458624","306458624","309268480","309268480","620810240","620810240","True","Normal","289243136","289243136","OneDrive","255","2",,"System.Diagnostics.ProcessThreadCollection","962","593735680","593735680","False",,,,"262885376","262885376",,"System.Diagnostics.ProcessModule (OneDrive.exe)","00:20:30.5312500","00:46:18.0781250","00:25:47.5468750","0","","True",,
"PerfTune","2","1299","855805952","248791040","174034944","90048",,,,"5696.46875",,,,,"Process",,,"8",,"False","11/30/2020 7:10:40 AM",,"20680",".",,,,"90048","90048","174034944","174034944","1085312","1085312","259690496","259690496","385249280","385249280","964714496","964714496",,,"174034944","174034944","PerfTune",,"2",,"System.Diagnostics.ProcessThreadCollection","1299","855805952","855805952","False",,,,"248791040","248791040",,,"00:15:06.6406250","01:34:56.4687500","01:19:49.8281250","0","","True",,
"plasrv","2","113","2203418619904","6160384","3260416","10536","C:\Windows\System32\plasrv.exe","System.Diagnostics.Process (explorer)","Microsoft Corporation","0.015625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Performance Logs and Alerts DCOM Server","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2776","8",,"False","11/30/2020 6:41:37 AM",,"2764",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10536","10536","3260416","3260416","110032","110032","3350528","3350528","8171520","8171520","2203420192768","101969920","True","Normal","3260416","3260416","plasrv","255","2",,"System.Diagnostics.ProcessThreadCollection","113","2203418619904","100397056","False",,,,"6160384","6160384",,"System.Diagnostics.ProcessModule (plasrv.exe)","00:00:00.0156250","00:00:00.0156250","00:00:00","0","","True",,
